year;taladradora;limones;cazadora;azafrán;uvas;comino;medias;pala;laurel;mandarinas;sierra;zapatos;romero;piña;tornillos;guantes
1959;2,5795449712770084e-06;9,41629179708668e-05;4,212719042178443e-05;6,527394020849897e-05;0,0002576545999285632;5,608701404266217e-05;0,001689101268961427;0,00027354678227961164;0,000396746268701723;2,0129749499022053e-05;0,001824182306466225;0,0007862770871724933;0,00010103398316070006;0,00012746495648181217;0,00011828258103767958;0,00022913404466505326
1960;2,2062788040955184e-06;8,981191805495265e-05;4,144106802479135e-05;6,377583109237353e-05;0,00026066688860737486;5,610438295531952e-05;0,001739915153718487;0,000280699272739834;0,00039462932233748555;2,088941966706313e-05;0,0017824922127017218;0,0008075557551429874;9,471770243050872e-05;0,00012825311484578248;0,00011425798252925494;0,0002346238846127692
1961;2,267287855874299e-06;8,876897449486673e-05;4,2578358261380345e-05;5,4918046998864156e-05;0,0002655285145790133;5,8158446693466566e-05;0,0017907502426948796;0,00027780850229776533;0,00039817780036953214;2,2289466983238526e-05;0,0017372977059234734;0,0008215272178599012;8,963211095241215e-05;0,0001229123881785199;0,00011007254475511478;0,00023107467573676592
1962;4,060507371609187e-06;8,73363839153691e-05;4,197627236278224e-05;5,423394132516737e-05;0,00027239902919973247;5,6510030585091696e-05;0,001816308473020659;0,0002769237263627084;0,0003891034501586026;2,213858343631208e-05;0,0016921776737685184;0,0008254267413576599;8,419333182376119e-05;0,00012642956497594632;0,00010752399930424872;0,00023166325198482288
1963;4,215049160498958e-06;8,152634498921023e-05;3,76288608906959e-05;5,108159939481993e-05;0,00027056471156226635;5,434751203990475e-05;0,0018259361760491239;0,00027839197238271093;0,0003799978263227136;2,1883437284486718e-05;0,001677188993198797;0,0008271446469214944;8,050642707400715e-05;0,00012358602654265787;0,00010438756135044969;0,00023063536381024666
1964;4,128499675459807e-06;8,299206391321994e-05;3,4319538144700346e-05;5,34739712065857e-05;0,00028252944568001633;5,521541928439027e-05;0,0018811995687428862;0,00027761962948196536;0,0003682600371186189;2,146278664635507e-05;0,001657773308189852;0,0008462584316605768;8,160798594352465e-05;0,00013230474808421735;0,00011012602629177439;0,00023397651278043795
1965;3,931208552338765e-06;8,663283048398236e-05;3,378786418904513e-05;5,510374795189168e-05;0,0002862048047193509;5,569734266178525e-05;0,0019435132084514146;0,00027852910794276146;0,00036321124038555093;2,3005140243575234e-05;0,001701210515290898;0,0008806167898001149;8,353657433092718e-05;0,00013495873482887482;0,00011339919215710585;0,000236862790968319
1966;4,010379152573153e-06;8,889258781761913e-05;3,68581148839959e-05;5,30569674797984e-05;0,00027743247496151265;5,4127157714641984e-05;0,001990976592683832;0,0002894005807060499;0,00036215399177308427;2,414922164462041e-05;0,0016985328069755007;0,0009109125390490849;8,284482808968667e-05;0,0001389529708311394;0,00012150517899759246;0,0002420461344497328
1967;3,840384036176861e-06;9,188116791847278e-05;3,6533665641919857e-05;5,2852560981721445e-05;0,00027888562661766106;5,21935870015763e-05;0,002075767796278732;0,0002836810836015502;0,0003467111615204236;2,5372496890798046e-05;0,001689317624758197;0,0009209775791012881;8,163012889131746e-05;0,0001403071126203161;0,00011933549980572674;0,00023104897926324545
1968;3,7237306825334467e-06;9,350910171893442e-05;3,64950815472704e-05;5,15415328956286e-05;0,0002714018884424669;5,0551804520182486e-05;0,002139562587087442;0,00028163874178842107;0,00033617702683841344;2,6389354599944325e-05;0,001686896991616647;0,0009384719825383009;8,119705918423798e-05;0,00013242546239260783;0,00011999327885600257;0,0002343786361182408
1969;2,0966677283240642e-06;9,103119558468669e-05;3,853538146358915e-05;4,9830738037469154e-05;0,0002635854051342384;5,056248052629339e-05;0,002217829127662948;0,00027825876064265946;0,00033266853409129126;2,5834590847547846e-05;0,0017344388002779204;0,0009535715435049497;7,874686665283142e-05;0,0001239920720763621;0,00011125464587686501;0,00023186225592196152
1970;2,069127574040002e-06;9,184455507238454e-05;3,94196441837786e-05;5,0788005572550385e-05;0,00026354962951050505;5,140229494112905e-05;0,0022742935990598717;0,00028138943629788367;0,0003281614324025993;2,6332891219941045e-05;0,0017117589387843119;0,0009645712192910391;8,033079146636217e-05;0,00012686122090599383;0,00011052223304172263;0,000230610719752024
1971;2,358823536496857e-06;8,975515259278057e-05;3,841732783322576e-05;4,9541848414134756e-05;0,000261855195406367;5,10217095747326e-05;0,0023098417451754877;0,0002784099284066802;0,00031548274494395755;2,9201581241977692e-05;0,0016643440046339364;0,0009715637133922428;7,9800962079649e-05;0,000124017317050727;0,00010991673694401731;0,00023114971229785752
1972;2,308882177512065e-06;8,825388704281067e-05;3,891594693478899e-05;4,952652018021451e-05;0,00026517627052921204;5,127917047177886e-05;0,00235524387660137;0,0002797821382825662;0,00031028436556620624;2,9534936629715958e-05;0,0016226431788319523;0,000959756523246012;7,750600161671173e-05;0,00013037142707617022;0,00010821530785116401;0,0002280605940541136
1973;1,962059974809043e-06;8,64749267748266e-05;3,685914496795054e-05;5,024766746178752e-05;0,00027146130768025093;5,106420409057526e-05;0,0023809693240244606;0,0002726742033181446;0,000296943111217323;3,0162418949787805e-05;0,0016154509986725835;0,0009518360976861523;7,902167128902095e-05;0,00012702613016049976;0,00010127070189420401;0,00022839714282391857
1974;2,042386957969354e-06;8,736500944905856e-05;3,7122455864846415e-05;5,3149977117884965e-05;0,0002738463958199385;5,219051786298223e-05;0,002393693726584648;0,00027555174386049785;0,0002974189198669462;2,9027326523386622e-05;0,0016244864387512542;0,0009535038770991378;7,967950312247143e-05;0,00012225336425737105;0,00010134671128980699;0,00022908661126816047
1975;2,4075382703309903e-06;8,778030421906027e-05;3,764809061327209e-05;5,531652383134704e-05;0,0002847540632241622;5,251237748130475e-05;0,0023845149241554153;0,000272109920323211;0,00029054714169823067;2,8130385284644687e-05;0,0016678358926063602;0,0009483774712342502;8,023578418812707e-05;0,00012182674384218574;0,00010072563197484539;0,0002200155125007898
1976;2,6405014555816057e-06;8,818239913515364e-05;3,6822422901293195e-05;5,492651626225e-05;0,0002967216525056366;5,1511411973998686e-05;0,002398018140021512;0,0002773003058921729;0,0002779327750041765;2,941661218106414e-05;0,001641604142475574;0,0009424515285770343;7,851626021095268e-05;0,0001212116883055257;0,00010723089027513715;0,0002209133072028635
1977;2,601743531727152e-06;8,797181862973957e-05;3,618065339391511e-05;5,350857382576837e-05;0,00029739391525903817;4,977766414932765e-05;0,0024084666230399826;0,00027871351448993664;0,0002748076180328748;2,91494373527712e-05;0,0016931819508109974;0,0009366886713126274;7,678594491673201e-05;0,00011658335584538042;0,0001066892049753473;0,00021976531700472279
1978;2,5320690813909356e-06;8,643595492685563e-05;3,68010570842411e-05;5,204434054511304e-05;0,000295986235089783;4,811850788298346e-05;0,0024171032107135814;0,0002875618162891312;0,0002670244644572709;2,474377558720724e-05;0,0017355351571625632;0,0009213046983599529;7,492586259364284e-05;0,00010949797391341626;0,00012144003968777333;0,00021535146126033008
1979;2,3810907467947118e-06;8,571036248992771e-05;3,742255866459995e-05;5,169138189233178e-05;0,0002920858768058159;4,591508034731565e-05;0,00240664194279816;0,0002783492066425554;0,0002589161210510481;2,3838320016368796e-05;0,0017602833915069433;0,0009102156452302421;7,558976530422765e-05;0,00010118134322770596;0,0001161206812737094;0,00021004776726840646
1980;2,2750085434556207e-06;8,555010789937764e-05;3,943145584019346e-05;5,101590017732503e-05;0,0002860985692417931;4,549043442888693e-05;0,002395357062466376;0,0002724565547396196;0,0002640269875493167;2,197825900956169e-05;0,0017631160257483964;0,000906970983903323;7,428171215906332e-05;9,960141937881417e-05;0,00011243479402115293;0,00020450654087004035
1981;2,506133047118299e-06;8,392317860333216e-05;4,028379895057047e-05;4,965294928232262e-05;0,00027682085926374257;4,434659704851843e-05;0,002387323157953298;0,0002659551780327872;0,0002600482373184475;2,234714742144206e-05;0,0017471765074463163;0,0008942989422523948;7,379637330424365e-05;0,00010167686923523434;0,00014492324891892037;0,00020528318762964251
1982;2,0720127264744244e-06;8,060763353309344e-05;4,0338921637937475e-05;4,611178375008811e-05;0,0002664191177765523;4,317009256737947e-05;0,0023998854885576293;0,0002616689341396393;0,000254340583134243;2,0362679111128402e-05;0,001720997741878299;0,0008879108203733008;7,117911958890286e-05;0,00010186386378206538;0,00014232590582910883;0,00020957194887419713
1983;1,9831108882024343e-06;8,211426591385264e-05;3,9410451384875546e-05;4,557004729122127e-05;0,00025093666278865257;4,453036857350006e-05;0,002367811534246097;0,00025562545878139123;0,00025309134993481815;2,024814368236808e-05;0,0017107891835621558;0,0008924879564022245;6,931042467580742e-05;0,00010203892689527753;0,00013461597794568142;0,00020976944564868712
1984;2,020765389941305e-06;8,554209297731827e-05;4,0426181564206285e-05;4,69102100656268e-05;0,00024369654251391433;4,518256235184838e-05;0,0023593172435149817;0,00024819737843375023;0,00024439608361197837;2,0880852957816387e-05;0,0017296876259414212;0,0008867693395586684;6,898208247158826e-05;0,00010517481752815781;0,00013083477646042802;0,00020842270812084152
1985;2,3144162332654006e-06;8,838318470744915e-05;4,061089506584332e-05;4,9050322153172085e-05;0,00024278347804543695;4,684699287541402e-05;0,002362642200231286;0,000236243714165799;0,00024552104735318735;2,1090561728799783e-05;0,0017559697620786858;0,0008967974411331983;6,876652248268198e-05;0,00011067285835711767;0,00011132715534196386;0,00021241515599155846
1986;2,8020881868785963e-06;8,927533648212764e-05;4,071139788460901e-05;4,934817517161199e-05;0,00024852307498284584;4,710818838507943e-05;0,0023686355104603407;0,00023561291137801684;0,0002442510646817807;2,1727513350404998e-05;0,0018074757723037954;0,0009031323056011128;6,79752872656536e-05;0,00011103708499961482;0,0001093514437603257;0,00021605617673360811
1987;3,104067580750325e-06;9,205033799324675e-05;4,078833098576849e-05;4,894011616280685e-05;0,00024973265421327336;4,660871419608676e-05;0,002339370153744572;0,00023032941304076564;0,00023402418654378768;2,3533079789623506e-05;0,0018200528107367325;0,0009150365388320228;6,766072959050819e-05;0,00011530037552022674;0,00011040879793914167;0,0002186132990443314
1988;2,8984139532894915e-06;9,454243468098866e-05;4,345675433471895e-05;5,079922565138466e-05;0,0002579520079442383;4,792985594446821e-05;0,002291983894662865;0,00022422360806168787;0,00022741608713009294;2,4729726533223584e-05;0,0018704837462532203;0,0009366668954109108;6,813663812213886e-05;0,00011917310952672518;7,434822951576539e-05;0,00022194415448341587
1989;3,299443841951545e-06;9,530523681990286e-05;4,4250852429935806e-05;5,382286839708936e-05;0,0002612245485319623;4,866123666553384e-05;0,0022537898205752882;0,000221407464908095;0,00022355490857860005;2,6087642725412608e-05;0,0018998332442216842;0,000949468812905252;7,119941837377805e-05;0,00012889759253604488;7,57162191738254e-05;0,00022193476070242468
1990;3,190916204281231e-06;9,622899515956566e-05;4,645159045984266e-05;5,60622112288911e-05;0,00026187532447303444;4,931024640037711e-05;0,0022391832836936893;0,0002152834440494189;0,00022542513826400476;2,5800629746949456e-05;0,0018801245200198275;0,0009703787197525213;7,884445787047818e-05;0,00013183857358204217;7,602828223493166e-05;0,00022421401289258417
1991;3,3311820603541624e-06;9,48898990113126e-05;4,8477319377785276e-05;5,821397987152263e-05;0,00026413643874028433;5,0639083123574634e-05;0,002213687054921008;0,00020987634863039214;0,0002259556367789628;2,5454904013193822e-05;0,001821715393037136;0,0009905354350589082;8,205059316424013e-05;0,000136078865255383;8,022640827221039e-05;0,00022814842525674194
1992;3,290206634127506e-06;9,365086758147559e-05;5,189013247023208e-05;5,8984190332012076e-05;0,00025817212515123956;5,2787104160805545e-05;0,002190225677622948;0,00020763208924888332;0,00022900678686710307;2,6443013569275665e-05;0,0017816955473140945;0,0010102937397147929;8,782571317819279e-05;0,0001376761149783436;7,908102475084888e-05;0,00022996984106222432
1993;3,2490712342791994e-06;9,456057016775179e-05;5,436461906681091e-05;6,1010265182760896e-05;0,00025099697528016156;5,392865602971142e-05;0,0021645505122640835;0,00020402297390579145;0,00022760472932402209;2,57146305265061e-05;0,0017322462943931377;0,0010481382690029153;8,894980315484904e-05;0,00013832642805157645;8,504277551375188e-05;0,00023820629654177798
1994;3,4544986807613242e-06;9,253524646218076e-05;5,571439446937023e-05;6,643302705405014e-05;0,0002529275304498567;5,7033734687398206e-05;0,00216717978349022;0,0002076831378872157;0,00023159187938810125;2,4459284223407197e-05;0,001691072040037917;0,0010700573641640534;9,214796250489599e-05;0,0001365383679642816;9,123564268520568e-05;0,00024469710362089766
1995;3,533109576332143e-06;9,087005504885124e-05;5,7144223270760055e-05;6,738722179631753e-05;0,00025228822063841756;5,9265967625573725e-05;0,0021677967587103403;0,0002121550258899723;0,00023951661205501296;2,3421208693110073e-05;0,0016647769371047616;0,0010926243053940457;9,728160210085792e-05;0,0001366949748314385;9,465160084281316e-05;0,0002499095964075033
1996;4,2526609789206304e-06;9,172234497002916e-05;6,15460675947231e-05;6,840603776124356e-05;0,00025078811307009474;6,159629281553083e-05;0,002155135111284575;0,00021301128916612858;0,00024545098053100185;2,346743903964515e-05;0,0016175408745766617;0,0011268090799733596;9,833999651423904e-05;0,00013395090750886344;0,00010046195078367809;0,0002596689000711194
1997;4,476867308613107e-06;9,42893986380763e-05;6,435123996847583e-05;7,489872879367405e-05;0,00025322287586147595;6,496542823697382e-05;0,0021532735315434237;0,00021632977547726896;0,0002496153456377215;2,309288658709972e-05;0,0016094927429678918;0,0011463952172821987;9,98211313734438e-05;0,0001359043234775267;0,00010738580970480273;0,0002716874340486746
1998;4,745077448425101e-06;9,551867654928565e-05;6,696925863382473e-05;7,393904378919356e-05;0,0002553661326081575;6,600271750098077e-05;0,0021580045670686688;0,00022302939929172032;0,00025490015299770415;2,3167673037148363e-05;0,0015614015215500592;0,0011857017203250767;9,847998236572103e-05;0,00013161703366547175;0,00011095070330416741;0,00028262578065810625
1999;4,474802496799514e-06;9,574636205148375e-05;6,757532397776751e-05;7,583344979268856e-05;0,00025652668357776875;6,587713577183811e-05;0,0021334146887446487;0,0002254061298247377;0,0002546621057522965;2,2669871668767883e-05;0,0015471143472365967;0,0012256969837056073;9,96934009630682e-05;0,00013192427072031672;0,00014480112245759562;0,0002963847074559973
2000;4,643250355635635e-06;9,665119234471473e-05;6,963834055438513e-05;7,647118828962058e-05;0,0002656880951690255;6,808442094552447e-05;0,0021101235688547604;0,00023024962436985722;0,0002531936615923769;2,4105945125743998e-05;0,0015298452516227762;0,0012471544973128143;0,00010324523113272984;0,00013189929697026464;0,0001498580640405375;0,0003095095702779612
2001;5,0021488919225836e-06;9,973019652014564e-05;7,098653246170475e-05;7,499889339409751e-05;0,0002810442765621701;6,846606359951173e-05;0,0021159374487719367;0,00023299125717000734;0,00025189399691173876;2,559073258063498e-05;0,0015391506817000584;0,0012724063058807847;0,00010414511280032457;0,00013445242724888625;0,00015329510948244466;0,0003206502144946301
2002;5,76098338557683e-06;0,00010246977727287491;7,195513538655567e-05;7,644791578189012e-05;0,0002853468523816056;7,027266276184361e-05;0,002109751923334053;0,0002338456332446575;0,0002517159438346945;2,6357465238951204e-05;0,001507796228647099;0,0013003678369776545;0,00010612719571716816;0,00013940419226595883;0,0001626962362674281;0,00033637868130296866
2003;5,763213779224381e-06;0,00010458423551946389;7,048456447072178e-05;7,77114061228141e-05;0,00029257036463345036;7,254617051850281e-05;0,0021134203832064357;0,00023594413310742572;0,00024772846245468827;2,7197185862145746e-05;0,0014821542078737235;0,0013273984092977895;0,00010566163999620976;0,00013895176737475725;0,0001742046314185635;0,00035757215235727405
2004;5,986498636494681e-06;0,00010243426312886835;7,285300479712273e-05;7,616004852804638e-05;0,00029965332747191757;7,417333693280983e-05;0,0021050223430003306;0,00023667789069544857;0,00024382039295492826;2,812422020984481e-05;0,001445149583949907;0,0013724912735467245;0,00010654755604783922;0,00013850739800805707;0,00017885907124894272;0,00037452227193820624
2005;5,911097922250974e-06;0,00010114022432259975;7,413340280696243e-05;7,682954625514477e-05;0,00030836694934675634;7,434746943805035e-05;0,0021034408096706364;0,00023474616942361796;0,00024325861107042456;2,8198456090779344e-05;0,0014329617442854214;0,0013984970142441203;0,00010896486953372784;0,00014253694676621568;0,00018590094604015967;0,00039397298873414656
2006;6,5043426644706415e-06;0,00010248864441564365;7,495351421008914e-05;7,66203394656865e-05;0,0003178864024751723;7,520325861302504e-05;0,002110952512642446;0,00023603958349364498;0,00023938798297725347;2,88452009537347e-05;0,001406553398434577;0,0014088965751094897;0,0001079919684343622;0,00014204637939959258;0,00016306418994342192;0,00040170846205001
2007;6,795499061240661e-06;0,00010248303624393883;7,601431093462452e-05;7,710782142567041e-05;0,0003173263576172758;7,65818867876078e-05;0,002126280560332816;0,00023666680135647766;0,00024139580091286916;2,8195356662763512e-05;0,001385032865073299;0,0014279446804721374;0,0001077167007679236;0,00014601650036638603;0,00016620991800664342;0,0004092684548595571
2008;6,735434876503632e-06;0,0001015958417838192;7,83699022122164e-05;7,784159663515311e-05;0,00030665477197544533;7,870776528307033e-05;0,0021049369024694897;0,0002346298572319938;0,00024310519393111463;2,7465226537515264e-05;0,001347322154288122;0,0014508563026538468;0,00010947570672215079;0,00014664817911125283;0,00017210052760674444;0,00042643805500119925
