year;policía;doctor;abogado;periodista;pintor;músico;fotógrafo;doctora;profesora;taxista;cartero;albañil;bombero;fotógrafa;dependienta
1833;0,0030305937668474925;0,005650461129594727;0,0016281743877958172;0,0001047829865033886;0,0007303332755067718;0,00020008746040340545;1,3093170991851366e-06;1,5269131483007315e-05;9,970788486920615e-06;0,0;1,1257350607252192e-05;8,205930644830264e-05;9,137450618368348e-06;1,0447425527867641e-06;0,0
1834;0,0031312355921337643;0,005713668672667284;0,0018574874697411098;9,970790862163476e-05;0,0006453290974864753;0,00017156134098123793;8,750385558999239e-07;1,3532017309866467e-05;9,138117868750279e-06;0,0;1,2233567099022885e-05;8,295646775228047e-05;7,400336445227498e-06;1,0447425527867641e-06;0,0
1835;0,003186645023691069;0,005619107728957066;0,001871015449848658;0,0001053369840877037;0,0006898249304348221;0,00019679233511331925;8,750385558999239e-07;1,1113281114408632e-05;1,169704373994916e-05;0,0;1,2249143718382322e-05;8,253870272970485e-05;8,020597113451394e-06;1,0447425527867641e-06;0,0
1836;0,0032655963877914473;0,005193172416641444;0,0019171364458868212;0,00010986858001160726;0,0007329332252733625;0,00021430809056255384;3,896693000017746e-07;1,0142542602612334e-05;1,2578311014976862e-05;0,0;1,2716618716776145e-05;8,629862203893676e-05;7,499439393297638e-06;1,0447425527867641e-06;0,0
1837;0,0034111320149219993;0,004518703255078955;0,0021175914818221436;0,00010644587291608332;0,0007892964179388531;0,00022977021671977127;3,896693000017746e-07;6,461903824726636e-06;1,2530231024194499e-05;3,402341773396854e-07;1,5936823416495827e-05;8,065237255193227e-05;6,9770681169042556e-06;0,0;0,0
1838;0,003150139413524552;0,004391604488773737;0,0020242050335842316;0,00010098674952782209;0,0008007113690057719;0,0002359780247778482;3,896693000017746e-07;7,945479905759254e-06;1,596911656877507e-05;3,402341773396854e-07;1,8162187335032547e-05;8,106476749552323e-05;6,309244834515734e-06;0,0;0,0
1839;0,0031384155590785667;0,0038825441931424265;0,0020559323924576995;0,00010138246255207508;0,0007049178845721014;0,0002255004119433579;3,896693000017746e-07;5,769190940847173e-06;1,5308802834925116e-05;3,402341773396854e-07;1,7185448492844963e-05;7,579037791012004e-05;5,918549307791311e-06;0,0;0,0
1840;0,0033079934447804204;0,0037744740828722046;0,00214271081599041;9,025826557262917e-05;0,0006099050649156977;0,00023529105094764546;0,0;5,352106871977672e-06;1,8150055147714284e-05;3,402341773396854e-07;1,5601310516493478e-05;7,883134977808888e-05;4,220844017156976e-06;0,0;2,5064126012758994e-07
1841;0,0033578335725386365;0,003363665824248788;0,001989934363726726;9,115749110476048e-05;0,0007008481913674457;0,00025226324201607246;0,0;5,352106871977672e-06;1,790312578821483e-05;5,634698295255345e-07;1,4637286785809272e-05;7,957842090685776e-05;4,444079669342825e-06;0,0;2,5064126012758994e-07
1842;0,0032327252743665925;0,0034468086596461944;0,002078938554664741;0,00010085981654940821;0,0006867745014460525;0,00023845666744039463;1,7675725010641535e-07;5,882378622296918e-06;1,338132317333215e-05;5,634698295255345e-07;1,7728928166807884e-05;8,627587330270867e-05;4,354090751438175e-06;0,0;2,5064126012758994e-07
1843;0,0028894913027345736;0,0039615150204294226;0,0020104634131712373;0,00011318152652555518;0,0006305418277666572;0,00022875557468588729;5,95671600933656e-07;6,510750135849516e-06;1,1462862532190294e-05;5,634698295255345e-07;1,7470910343827688e-05;7,645598064495321e-05;3,628597930064156e-06;0,0;2,5064126012758994e-07
1844;0,0030700052125861733;0,004741569448794637;0,001961660005430791;0,00012244563062527698;0,000585221901669034;0,00021633927807280476;8,107969406978555e-07;7,856426315860127e-06;1,0712209455984326e-05;2,2323565218584918e-07;1,5234211746064019e-05;7,795573984432329e-05;3,843723269828356e-06;0,0;2,5064126012758994e-07
